NAICS2_NAME,SALARY_FROM
Finance and Insurance,109130
Health Care and Social Assistance,10272
Finance and Insurance,57700
Information,80510
Information,52454
Health Care and Social Assistance,52000
Health Care and Social Assistance,28579
Finance and Insurance,88000
Health Care and Social Assistance,60082
Finance and Insurance,66560
Information,106100
Finance and Insurance,76000
Finance and Insurance,120000
Finance and Insurance,84000
Finance and Insurance,107910
Information,142000
Finance and Insurance,54000
Information,132000
Information,209720
Finance and Insurance,64000
Finance and Insurance,135200
Finance and Insurance,97000
Finance and Insurance,99750
Finance and Insurance,99750
Information,199234
Finance and Insurance,99750
Finance and Insurance,99750
Health Care and Social Assistance,120200
Information,66700
Health Care and Social Assistance,118206
Finance and Insurance,57700
Health Care and Social Assistance,111904
Health Care and Social Assistance,72886
Information,46128
Finance and Insurance,75870
Information,87166
Information,87166
Finance and Insurance,74000
Health Care and Social Assistance,77459
Finance and Insurance,110000
Finance and Insurance,87135
Finance and Insurance,89990
Health Care and Social Assistance,61184
Information,86900
Finance and Insurance,95264
Information,250553
Information,67555
Information,250553
Information,88500
Finance and Insurance,133120
Finance and Insurance,109120
Finance and Insurance,60988
Finance and Insurance,114000
Finance and Insurance,68200
Health Care and Social Assistance,64786
Finance and Insurance,142320
Information,137900
Information,88500
Finance and Insurance,59100
Information,127308
Finance and Insurance,88000
Finance and Insurance,74000
Finance and Insurance,68200
Information,104740
Finance and Insurance,61000
Information,100000
Finance and Insurance,68200
Finance and Insurance,59100
Finance and Insurance,74000
Information,130000
Finance and Insurance,74000
Finance and Insurance,94200
Finance and Insurance,60000
Finance and Insurance,68000
Information,31200
Health Care and Social Assistance,89565
Health Care and Social Assistance,68952
Health Care and Social Assistance,85238
Finance and Insurance,45531
Finance and Insurance,20800
Finance and Insurance,173300
Finance and Insurance,274800
Information,70000
Health Care and Social Assistance,35360
Health Care and Social Assistance,370275
Health Care and Social Assistance,113100
Finance and Insurance,64004
Finance and Insurance,103920
Health Care and Social Assistance,41570
Health Care and Social Assistance,49920
Finance and Insurance,60500
Information,98000
Finance and Insurance,81770
Health Care and Social Assistance,72886
Information,161100
Finance and Insurance,138600
Information,118000
Information,106000
Health Care and Social Assistance,41600
Finance and Insurance,102340
Information,51000
Information,62000
Information,100000
Information,125000
Information,125000
Finance and Insurance,188330
Information,120100
Finance and Insurance,131600
Finance and Insurance,125760
Finance and Insurance,62000
Information,104200
Finance and Insurance,88000
Finance and Insurance,115300
Information,88500
Information,218888
Finance and Insurance,115300
Finance and Insurance,130000
Information,39000
Information,121000
Information,121000
Health Care and Social Assistance,75000
Finance and Insurance,115300
Finance and Insurance,115300
Finance and Insurance,37440
Finance and Insurance,90100
Finance and Insurance,148000
Finance and Insurance,148000
Finance and Insurance,20800
Finance and Insurance,87360
Finance and Insurance,46000
Health Care and Social Assistance,90500
Information,66700
Information,70000
Health Care and Social Assistance,130700
Health Care and Social Assistance,156811
Health Care and Social Assistance,27300
Health Care and Social Assistance,140000
Finance and Insurance,81770
Finance and Insurance,98960
Finance and Insurance,86600
Finance and Insurance,95285
Health Care and Social Assistance,54000
Finance and Insurance,86600
Finance and Insurance,84000
Information,136038
Information,132200
Finance and Insurance,52800
Finance and Insurance,158600
Finance and Insurance,147438
Information,110000
Finance and Insurance,104000
Information,110000
Finance and Insurance,92300
Health Care and Social Assistance,44990
Finance and Insurance,103977
Health Care and Social Assistance,32516
Finance and Insurance,111100
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,70000
Finance and Insurance,107910
Finance and Insurance,86600
Finance and Insurance,63000
Finance and Insurance,31200
Finance and Insurance,95000
Finance and Insurance,83200
Finance and Insurance,136200
Health Care and Social Assistance,105331
Health Care and Social Assistance,54018
Finance and Insurance,109120
Health Care and Social Assistance,20800
Information,157900
Health Care and Social Assistance,52000
Finance and Insurance,74000
Finance and Insurance,84700
Finance and Insurance,88000
Finance and Insurance,86600
Finance and Insurance,145180
Finance and Insurance,70200
Finance and Insurance,86600
Finance and Insurance,122304
Finance and Insurance,122304
Finance and Insurance,86600
Finance and Insurance,60000
Information,267600
Finance and Insurance,156160
Health Care and Social Assistance,134000
Information,130700
Health Care and Social Assistance,47840
Information,104740
Finance and Insurance,90300
Information,104740
Information,106000
Information,127965
Health Care and Social Assistance,35360
Health Care and Social Assistance,54000
Information,106000
Information,106000
Finance and Insurance,66000
Information,71200
Health Care and Social Assistance,109000
Health Care and Social Assistance,76690
Finance and Insurance,121770
Information,81600
Information,111480
Finance and Insurance,109130
Information,111480
Finance and Insurance,70200
Finance and Insurance,96471
Finance and Insurance,67958
Finance and Insurance,68640
Finance and Insurance,113840
Information,71200
Information,71200
Finance and Insurance,122100
Finance and Insurance,78800
Information,120100
Information,141000
Information,142000
Finance and Insurance,77200
Information,81600
Finance and Insurance,99700
Finance and Insurance,89990
Finance and Insurance,59100
Information,41990
Finance and Insurance,54000
Finance and Insurance,216750
Finance and Insurance,71000
Information,71200
Information,26040
Health Care and Social Assistance,45760
Health Care and Social Assistance,81494
Health Care and Social Assistance,81494
Health Care and Social Assistance,74724
Finance and Insurance,93100
Health Care and Social Assistance,122129
Finance and Insurance,109120
Finance and Insurance,118880
Information,46000
Information,140000
Health Care and Social Assistance,65000
Information,52000
Finance and Insurance,130700
Information,60675
Information,206000
Finance and Insurance,62400
Finance and Insurance,170000
Health Care and Social Assistance,67400
Information,206000
Finance and Insurance,55000
Health Care and Social Assistance,68964
Information,94420
Finance and Insurance,102340
Health Care and Social Assistance,68964
Finance and Insurance,48840
Finance and Insurance,101700
Finance and Insurance,135300
Finance and Insurance,174600
Information,104000
Information,67000
Finance and Insurance,65300
Finance and Insurance,118800
Health Care and Social Assistance,85000
Information,86000
Information,143557
Information,250553
Information,250553
Finance and Insurance,130270
Finance and Insurance,66560
Finance and Insurance,43680
Health Care and Social Assistance,85800
Health Care and Social Assistance,121703
Finance and Insurance,139500
Health Care and Social Assistance,67400
Finance and Insurance,33280
Finance and Insurance,90300
Information,104740
Finance and Insurance,90300
Finance and Insurance,90300
Information,63150
Information,104740
Information,104740
Information,41309
Finance and Insurance,84000
Finance and Insurance,58650
Health Care and Social Assistance,84300
Finance and Insurance,72000
Finance and Insurance,109400
Health Care and Social Assistance,54000
Health Care and Social Assistance,90459
Information,108098
Information,48194
Information,96000
Information,48194
Information,151800
Information,96000
Finance and Insurance,57000
Information,48194
Finance and Insurance,62400
Finance and Insurance,166400
Finance and Insurance,88000
Finance and Insurance,104838
Finance and Insurance,52983
Finance and Insurance,84000
Finance and Insurance,84000
Health Care and Social Assistance,85238
Information,94420
Finance and Insurance,102340
Information,94420
Health Care and Social Assistance,77459
Information,94420
Finance and Insurance,70200
Information,45760
Finance and Insurance,69000
Finance and Insurance,88000
Finance and Insurance,58240
Health Care and Social Assistance,81800
Information,164700
Information,108900
Finance and Insurance,115840
Health Care and Social Assistance,37440
Finance and Insurance,107300
Health Care and Social Assistance,115604
Finance and Insurance,95000
Health Care and Social Assistance,130700
Health Care and Social Assistance,49920
Health Care and Social Assistance,140000
Information,75200
Information,146000
Finance and Insurance,65600
Finance and Insurance,55000
Health Care and Social Assistance,78912
Finance and Insurance,59100
Finance and Insurance,98000
Finance and Insurance,200000
Finance and Insurance,42078
