NAICS2_NAME,SKILL,skill_count
Health Care and Social Assistance,"\"Microsoft Windows\"",5
Health Care and Social Assistance,"\"Information Infrastructure\"",1
Finance and Insurance,"\"Equipment Financing\"",1
Finance and Insurance,"\"Brute Force Attacks\"",1
Health Care and Social Assistance,"[
  \"Statistical Software\"",2
Health Care and Social Assistance,"\"Contextual Query Language\"",3
Finance and Insurance,"\"Medical Monitoring\"",1
Health Care and Social Assistance,"\"Secondary Source Information\"",11
Health Care and Social Assistance,"\"FDA Regulations\"",2
Finance and Insurance,"\"RACI Matrix\"",6
Health Care and Social Assistance,"\"Electric Power Distribution\"",1
Finance and Insurance,"\"Claims Investigations\"",2
Health Care and Social Assistance,"[
  \"Microsoft Word\"",3
Information,"\"Azure Security\"",3
Health Care and Social Assistance,"\"Internet Protocol Security (IP SEC)\"",1
Information,"\"Adyen\"",5
Information,"[
  \"Agile Coaching\"",1
Information,"\"Job Control Language (JCL)\"",1
Finance and Insurance,"\"Medicaid Managed Care\"",5
Health Care and Social Assistance,"\"Cycle Time Variation\"",1
Information,"\"Analytics\"
]",1
Finance and Insurance,"\"Profiling (Computer Programming)\"",4
Information,"\"Microsoft Windows Server Administration\"",1
Finance and Insurance,"\"Expense Ratios\"",1
Finance and Insurance,"\"Modems\"",1
Finance and Insurance,"\"Traffic Flow\"",1
Finance and Insurance,"\"Certified Business Continuity Professional\"",1
Health Care and Social Assistance,"\"Taking Meeting Minutes\"",1
Health Care and Social Assistance,"\"Supply And Demand\"",1
Health Care and Social Assistance,"\"PeopleSoft Financial Management\"",1
Finance and Insurance,"\"Agile Methodology\"",1185
Finance and Insurance,"\"Prioritization\"",731
Finance and Insurance,"\"Self Service Technologies\"",239
Information,"\"Apache Kafka\"",128
Health Care and Social Assistance,"\"Business Metrics\"",89
Health Care and Social Assistance,"\"Data Modeling\"",474
Health Care and Social Assistance,"\"Enhanced Interior Gateway Routing Protocols\"",3
Finance and Insurance,"\"Sprint Planning\"",13
Information,"\"Sales Management\"",3
Health Care and Social Assistance,"\"Leukemia\"
]",1
Finance and Insurance,"\"Data Quality Assessment\"",22
Finance and Insurance,"\"Healthcare Analytics\"",7
Information,"\"Personal Integrity\"",5
Information,"\"Compliance Management\"",5
Finance and Insurance,"\"ADO.NET (Programming Language)\"",11
Finance and Insurance,"\"Fixed Asset\"",18
Health Care and Social Assistance,"\"Patience\"",9
Finance and Insurance,"\"Database Management\"",53
Information,"\"Digital Signal Processing\"",2
Finance and Insurance,"\"HP Loadrunner\"",3
Health Care and Social Assistance,"\"Resource Management\"",6
Finance and Insurance,"\"Large Language Modeling\"",34
Finance and Insurance,"\"Certified Anti-Money Laundering Specialist\"",12
Information,"\"C++ Server Pages\"",2
Information,"\"Product Testing\"",9
Health Care and Social Assistance,"\"Collections\"",42
Finance and Insurance,"\"Online Analytical Processing\"",33
Health Care and Social Assistance,"\"Emotional Intelligence\"",15
Finance and Insurance,"\"Closing Entries\"",1
Information,"\"Sprint Backlogs\"",1
Health Care and Social Assistance,"\"Customer Insights\"",4
Information,"\"Architecture Analysis\"",3
Information,"[
  \"Project Management Life Cycle\"",2
Health Care and Social Assistance,"\"Technology Strategy Development\"",3
Health Care and Social Assistance,"\"Requirements Management\"",7
Information,"\"AWS Bedrock\"",12
Finance and Insurance,"\"Financial Software\"",2
Finance and Insurance,"\"Kaizen Methodology\"",3
Finance and Insurance,"\"Feature Selection\"",1
Health Care and Social Assistance,"\".NET Framework\"",4
Finance and Insurance,"\"Digital Data\"",10
Information,"\"Literature Reviews\"",1
Health Care and Social Assistance,"\"Drug Allergy\"",2
Health Care and Social Assistance,"[
  \"Database Administration\"",8
Information,"\"Industry Analysis\"",1
Health Care and Social Assistance,"\"Magnetic Resonance Imaging\"",3
Information,"\"Reference Implementation\"",3
Health Care and Social Assistance,"\"Excel Formulas\"",3
Information,"\"Enterprise Resource Planning\"
]",1
Information,"\"Monday.com\"",1
Finance and Insurance,"\"Agriculture\"
]",3
Finance and Insurance,"\"Clinical Documentation\"",1
Information,"\"SAP Security\"
]",2
Finance and Insurance,"\"ServiceNow Certified Implementation Specialist (CIS)\"",1
Finance and Insurance,"\"Salesforce Certified B2B Solution Architect\"",1
Information,"\"CI/CD\"
]",3
Health Care and Social Assistance,"\"Imagination\"
]",1
Information,"\"HotSOS (Hotel Software)\"",1
Information,"\"Application Servers\"",8
Information,"\"Flowcharts\"",3
Information,"\"Digital Brand Engagement\"",1
Health Care and Social Assistance,"\"Business Development\"
]",4
Health Care and Social Assistance,"\"Transplant Nursing\"",2
Information,"\"Video Editing\"",1
Health Care and Social Assistance,"\"Questionnaire Design\"",2
Information,"\"Public Accounting\"",2
Finance and Insurance,"\"Logistics\"",1
Information,"\"Mathematical Finance\"",1
Information,"\"Certified Computer Programmer\"",1
Information,"\"System Integrity\"",1
Health Care and Social Assistance,"\"Gemba\"",3
Information,"\"Command-Query Responsibility Segregation (Software Development)\"",1
Finance and Insurance,"\"IBM AIX\"",1
Information,"\"Training Records Management\"",1
Health Care and Social Assistance,"\"Quality Auditing\"
]",2
Health Care and Social Assistance,"\"Vendor Payments\"",1
Finance and Insurance,"\"SAP FI/CO\"
]",1
Finance and Insurance,"\"Site Security\"",2
Health Care and Social Assistance,"[
  \"Business Objectives\"",50
Health Care and Social Assistance,"\"Strategic Alignment\"",2
Information,"\"Support Vector Machine\"",8
Information,"\"Risk Analysis\"",47
Information,"\"Data Processing\"",152
Finance and Insurance,"\"Financial Close\"",18
Information,"\"Web Traffic\"",5
Finance and Insurance,"\"SAFe Agile\"",6
Health Care and Social Assistance,"\"Agile Certification\"",2
Health Care and Social Assistance,"\"Molecular Genetics\"",5
Health Care and Social Assistance,"\"Business Continuity Planning\"",36
Health Care and Social Assistance,"\"Congenital Defects\"
]",2
Information,"\"Operations Management\"",91
Finance and Insurance,"\"Customer Data Management\"",53
Finance and Insurance,"\"Aggregation Analysis\"",5
Health Care and Social Assistance,"\"Front Office\"",7
Health Care and Social Assistance,"\"Teaching\"",23
Health Care and Social Assistance,"\"Robotic Process Automation\"",22
Finance and Insurance,"\"Cisco Discovery Protocol\"",3
Finance and Insurance,"\"User Controls\"",2
Finance and Insurance,"\"Quick Response Manufacturing\"",3
Finance and Insurance,"\"Cron\"",27
Information,"\"Regulatory Requirements\"",5
Finance and Insurance,"\"Drilldown\"",10
Finance and Insurance,"\"End-User Training And Support\"
]",7
Information,"\"Computer Networks\"",7
Health Care and Social Assistance,"\"Supervision\"
]",3
Health Care and Social Assistance,"\"Network Monitoring\"",1
Information,"\"Bilingual (French/English)\"",8
Finance and Insurance,"\"Service Development\"",1
Health Care and Social Assistance,"\"Microsoft Dynamics 365\"",2
Health Care and Social Assistance,"\"Competitive Intelligence\"
]",1
Finance and Insurance,"\"Electronic Medical Record\"",14
Health Care and Social Assistance,"\"Certified Cloud Security Professional (CCSP)\"",1
Finance and Insurance,"\"Reliability Engineering\"",9
Information,"\"Refinancing\"",1
Health Care and Social Assistance,"\"Plumbing\"",3
Health Care and Social Assistance,"\"Slack (Software)\"",7
Health Care and Social Assistance,"\"Dell Boomi (Integration Platform)\"",5
Information,"\"Virtual Collaboration\"
]",2
Health Care and Social Assistance,"\"Data Recording\"",6
Health Care and Social Assistance,"\"Analytical Dashboard\"",7
Information,"\"Design Leadership\"",1
Finance and Insurance,"\"SAS/STAT\"",15
Finance and Insurance,"\"Accounting Methods\"",2
Information,"\"Leadership Development\"
]",1
Finance and Insurance,"\"Certified Business Intelligence Professional (CBIP)\"",2
Information,"\"Strategic Selling\"",1
Health Care and Social Assistance,"[
  \"JavaScript (Programming Language)\"",1
Information,"\"Django (Web Framework)\"",1
Information,"\"User Interface (UI)\"
]",6
Health Care and Social Assistance,"\"Communication\"
]",2
Health Care and Social Assistance,"[
  \"Database Queries\"",1
Finance and Insurance,"\"Client Server Models\"",3
Information,"[
  \"Data Processing\"",1
Information,"\"Salesforce Certified Application Architect\"
]",1
Health Care and Social Assistance,"\"Oracle Accounts Payable\"
]",1
Information,"\"Security Implementation\"",2
Finance and Insurance,"\"Invoice Review\"
]",1
Health Care and Social Assistance,"\"CompTIA Certification\"",1
Information,"\"Release Notes\"",2
Health Care and Social Assistance,"\"Payment Card Industry (PCI) Data Security Standards\"",2
Information,"\"3GPP (Telecommunication)\"",2
Information,"\"Visual Paradigm For UML\"",1
Finance and Insurance,"\"Liquidated Damages\"",1
Health Care and Social Assistance,"\"Cyber Security Management\"
]",1
Finance and Insurance,"[
  \"Workers' Compensation\"",1
Health Care and Social Assistance,"\"Miro\"",1
Health Care and Social Assistance,"\"IBM Servers\"",1
Information,"\"Product Support\"",3
Finance and Insurance,"\"Cloud Services\"",188
Finance and Insurance,"\"Dashboard\"",1618
Finance and Insurance,"\"Tactfulness\"",41
Finance and Insurance,"\"Profitability Analysis\"",7
Finance and Insurance,"\"Code Review\"",72
Finance and Insurance,"\"Integration Testing\"",13
Health Care and Social Assistance,"\"Software Systems\"",14
Health Care and Social Assistance,"\"Electronic Data Capture (EDC)\"",12
Health Care and Social Assistance,"\"Scientific Literature\"",11
Information,"\"Cloudhub\"",2
Finance and Insurance,"\"Staff Management\"",24
Information,"\"Technical Documentation\"",46
Information,"\"Service-Oriented Architecture\"",53
Information,"\"Business Planning\"",51
Information,"\"Intellectual Curiosity\"",60
Information,"\"Enterprise Application Software\"",119
Information,"[
  \"Automation\"",2
Information,"\"Ethical Standards And Conduct\"",67
Health Care and Social Assistance,"\"Systems Development\"",9
Health Care and Social Assistance,"\"Programming Concepts\"",7
Finance and Insurance,"\"PhoneGap\"",3
Health Care and Social Assistance,"\"Data Capture\"",16
Information,"\"Compilers\"",5
Information,"\"Natural Language Processing (NLP)\"",34
Finance and Insurance,"\"Arithmetic\"",36
Finance and Insurance,"\"Procedure Development\"",55
Finance and Insurance,"\"Information Lifecycle Management\"",7
Information,"\"Data Synthesis\"",50
Finance and Insurance,"\"Open Source Technology\"",12
Finance and Insurance,"\"Executive Presence\"
]",8
Finance and Insurance,"\"Electronic Systems\"",2
Information,"\"Role-Based Access Control (RBAC)\"",4
Information,"\"Project Planning\"
]",10
Finance and Insurance,"\"Packaging And Labeling\"",21
Information,"\"State Bar Membership\"",5
Finance and Insurance,"\"Risk Management Tools\"",3
Health Care and Social Assistance,"\"Hierarchical Clustering\"",1
Information,"[
  \"Technical Consulting\"",13
Information,"\"Data Layers\"",8
Information,"\"Social Media Marketing\"",2
Finance and Insurance,"\"Database Modeling\"",2
Finance and Insurance,"[
  \"Continuous Improvement Process\"",6
Finance and Insurance,"\"Financial Regulations\"",1
Health Care and Social Assistance,"[
  \"Systems Development Life Cycle\"",1
Health Care and Social Assistance,"\"GIAC Certifications\"",2
Health Care and Social Assistance,"\"GIAC Security Essentials Certification (GSEC)\"",1
Health Care and Social Assistance,"\"Exception Reporting\"",2
Information,"\"Open Source Technology\"",6
Finance and Insurance,"\"Service Level\"
]",3
Health Care and Social Assistance,"\"Certified Outpatient Coder (COC)\"",12
Information,"\"DB2 SQL\"",2
Finance and Insurance,"\"Troubleshooting (Problem Solving)\"
]",3
Finance and Insurance,"\"Endpoint Management\"",3
Information,"[
  \"Process Improvement\"",2
Finance and Insurance,"\"Integrated Development Environments\"",5
Information,"\"Multithreading\"
]",1
Information,"\"Subtitles\"",1
Health Care and Social Assistance,"\"Preparing Executive Summaries\"
]",2
Finance and Insurance,"\"Cloud Foundry\"",7
Finance and Insurance,"[
  \"SAP Sales And Distribution\"",2
Information,"\"Costume Design\"",1
Finance and Insurance,"\"Distributed Database\"",1
Information,"\"RStudio\"",1
Information,"\"Broadband\"",6
Information,"\"Energy Market\"
]",1
Finance and Insurance,"\"National Drug Code (NDC)\"",4
Information,"\"Digital Asset Management\"",1
Information,"\"Linux Commands\"
]",1
Health Care and Social Assistance,"\"Death Certificates\"",1
Health Care and Social Assistance,"\"Epidemiology\"
]",1
Health Care and Social Assistance,"\"IBM InfoSphere (ETL Tools)\"",2
Health Care and Social Assistance,"\"Intraocular Pressure\"",1
Finance and Insurance,"\"Vendor Performance Monitoring\"",4
Finance and Insurance,"\"Bitcoin\"",2
Finance and Insurance,"\"Service Level Objectives\"",1
Information,"\"Standard Accounting Practices\"",2
Information,"[
  \"Quality Management\"",1
Information,"\"Multiple Linear Regression\"",1
Finance and Insurance,"\"Freight Invoices\"",1
Finance and Insurance,"\"MITRE ATT&CK Framework\"",1
Finance and Insurance,"\"Common Vulnerability Scoring System (CVSS)\"",1
Health Care and Social Assistance,"\"Project Planning\"",43
Finance and Insurance,"\"Scalability\"",408
Finance and Insurance,"\"Collections\"",69
Finance and Insurance,"\"Program Management\"
]",16
Finance and Insurance,"[
  \"Research\"",373
Finance and Insurance,"\"Data Exchange\"",13
Finance and Insurance,"\"Team Building\"",156
Finance and Insurance,"\"Performance Reporting\"",121
Information,"[
  \"Salesforce\"",209
Information,"\"Supply Chain\"",126
Health Care and Social Assistance,"\"General Data Protection Regulation (GDPR)\"",3
Information,"\"Order To Cash Process\"",39
Information,"\"Amortization\"",11
Health Care and Social Assistance,"\"Mathematics\"",412
Information,"\"Project Management Professional Certification\"",14
Finance and Insurance,"\"Troux (Enterprise Architecture Software)\"",1
Finance and Insurance,"\"Virtual Private Networks (VPN)\"",11
Finance and Insurance,"[
  \"Office Supply Management\"",6
Health Care and Social Assistance,"\"Lean Methodologies\"",8
Finance and Insurance,"\"Test-Driven Development (TDD)\"",12
Finance and Insurance,"\"Training Documentation\"",4
Finance and Insurance,"\"Scientific Data Archiving\"",9
Finance and Insurance,"\"Order To Cash Process\"",12
Finance and Insurance,"\"Merchandise Returns\"",13
Information,"\"Project Proposals\"",2
Finance and Insurance,"\"FINRA Series 7 (General Securities Representative)\"",25
Finance and Insurance,"\"iCIMS (Recruitment Software)\"",2
Information,"\"System Display And Search Facility (SDSF)\"",74
Information,"\"Business Structures\"",4
Finance and Insurance,"\"Turnaround Time\"",4
Information,"\"Tax Planning\"",1
Health Care and Social Assistance,"\"Technical Communication\"",6
